"","variable"
"19430",19269
"19431",19269
"19432",19271
"19433",19271
"19434",19271
"19435",19271
"19436",19271
"19437",19273
"19438",19273
"19439",19273
"19440",19273
"19441",19274
"19442",19274
"19443",19274
"19444",19276
"19445",19277
"19446",19280
"19447",19280
"19448",19280
"19449",19290
"19450",19298
"19451",19313
"19452",19314
"19453",19317
"19454",19317
"19455",19325
"19456",19327
"19457",19330
"19458",19330
"19459",19335
"19460",19347
"19461",19351
"19462",19355
"19463",19358
"19464",19358
"19465",19358
"19466",19361
"19467",19361
"19468",19361
"19469",19361
"19470",19362
"19471",19362
"19472",19362
"19473",19367
"19474",19367
"19475",19368
"19476",19368
"19477",19370
"19478",19370
"19479",19370
"19480",19370
"19481",19373
"19482",19373
"19483",19374
"19484",19374
"19485",19374
"19486",19374
"19487",19374
"19488",19374
"19489",19374
"19490",19374
"19491",19374
"19492",19374
"19493",19374
"19494",19374
"19495",19376
"19496",19378
"19497",19378
"19498",19379
"19499",19380
"19500",19381
"19501",19381
"19502",19381
"19503",19382
"19504",19382
"19505",19382
"19506",19386
"19507",19389
"19508",19392
"19509",19392
"19510",19392
"19511",19392
"19512",19392
"19513",19392
"19514",19392
"19515",19392
"19516",19392
"19517",19392
"19518",19392
"19519",19392
"19520",19392
"19521",19392
"19522",19392
"19523",19392
"19524",19392
"19525",19392
"19526",19392
"19527",19392
"19528",19392
"19529",19392
"19530",19392
"19531",19392
"19532",19392
"19533",19392
"19534",19392
"19535",19392
"19536",19392
"19537",19392
"19538",19392
"19539",19392
"19540",19392
"19541",19392
"19542",19392
"19543",19392
"19544",19392
"19545",19392
"19546",19392
"19547",19392
"19548",19392
"19549",19392
"19550",19392
"19551",19392
"19552",19392
"19553",19392
"19554",19392
"19555",19392
"19556",19392
"19557",19395
"19558",19395
"19559",19395
"19560",19395
"19561",19396
"19562",19402
"19563",19402
"19564",19417
"19565",19417
"19566",19417
"19567",19425
"19568",19455
"19569",19469
"19570",19472
"19571",19472
"19572",19475
"19573",19475
"19574",19475
"19575",19475
"19576",19475
"19577",19485
"19578",19488
"19579",19488
"19580",19492
"19581",19499
"19582",19499
"19583",19499
"19584",19499
"19585",19502
"19586",19505
"19587",19505
"19588",19505
"19589",19505
"19590",19508
"19591",19508
"19592",19508
"19593",19508
"19594",19508
"19595",19508
"19596",19508
"19597",19508
"19598",19511
"19599",19511
"19600",19511
"19601",19511
"19602",19511
"19603",19511
"19604",19511
"19605",19512
"19606",19514
"19607",19514
"19608",19514
"19609",19514
"19610",19514
"19611",19514
"19612",19514
"19613",19514
"19614",19514
"19615",19514
"19616",19514
"19617",19514
"19618",19514
"19619",19514
"19620",19514
"19621",19514
"19622",19514
"19623",19519
"19624",19520
"19625",19520
"19626",19520
"19627",19524
"19628",19524
"19629",19524
"19630",19524
"19631",19524
"19632",19524
"19633",19524
"19634",19524
"19635",19524
"19636",19524
"19637",19524
"19638",19524
"19639",19524
"19640",19524
"19641",19524
"19642",19524
"19643",19524
"19644",19524
"19645",19524
"19646",19524
"19647",19524
"19648",19524
"19649",19524
"19650",19524
"19651",19524
"19652",19526
"19653",19526
"19654",19526
"19655",19526
"19656",19526
"19657",19526
"19658",19526
"19659",19526
"19660",19526
"19661",19526
"19662",19526
"19663",19526
"19664",19526
"19665",19526
"19666",19526
"19667",19526
"19668",19526
"19669",19526
"19670",19526
"19671",19526
"19672",19526
"19673",19528
"19674",19528
"19675",19528
"19676",19528
"19677",19528
"19678",19528
"19679",19531
"19680",19531
"19681",19531
"19682",19531
"19683",19535
"19684",19535
"19685",19547
"19686",19547
"19687",19547
"19688",19547
"19689",19547
"19690",19547
"19691",19547
"19692",19547
"19693",19547
"19694",19547
"19695",19547
"19696",19547
"19697",19547
"19698",19547
"19699",19547
"19700",19556
"19701",19556
"19702",19558
"19703",19558
"19704",19559
"19705",19562
"19706",19562
"19707",19562
"19708",19568
"19709",19568
"19710",19568
"19711",19570
"19712",19572
"19713",19572
"19714",19573
"19715",19574
"19716",19576
"19717",19576
"19718",19576
"19719",19576
"19720",19576
"19721",19576
"19722",19576
"19723",19577
"19724",19583
"19725",19583
"19726",19586
"19727",19586
"19728",19586
"19729",19588
"19730",19589
"19731",19590
"19732",19590
"19733",19591
"19734",19592
"19735",19592
"19736",19595
"19737",19595
"19738",19595
"19739",19606
"19740",19606
"19741",19606
"19742",19606
"19743",19606
"19744",19610
"19745",19612
"19746",19612
"19747",19612
"19748",19617
"19749",19621
"19750",19627
"19751",19641
"19752",19643
"19753",19643
"19754",19649
"19755",19660
"19756",19662
"19757",19666
"19758",19674
"19759",19678
"19760",19690
"19761",19696
"19762",19702
"19763",19702
"19764",19702
"19765",19702
"19766",19702
"19767",19702
"19768",19702
"19769",19702
"19770",19702
"19771",19702
"19772",19702
"19773",19702
"19774",19702
"19775",19702
"19776",19702
"19777",19702
"19778",19702
"19779",19702
"19780",19702
"19781",19702
"19782",19702
"19783",19702
"19784",19702
"19785",19702
"19786",19702
"19787",19702
"19788",19705
"19789",19705
"19790",19705
"19791",19705
"19792",19705
"19793",19712
"19794",19714
"19795",19714
"19796",19718
"19797",19718
"19798",19720
"19799",19722
"19800",19747
"19801",19747
"19802",19747
"19803",19750
"19804",19763
"19805",19765
"19806",19765
"19807",19783
"19808",19790
"19809",19790
"19810",19790
"19811",19790
"19812",19790
"19813",19790
"19814",19793
"19815",19796
"19816",19797
"19817",19800
"19818",19800
"19819",19803
"19820",19803
"19821",19803
"19822",19809
"19823",19810
"19824",19810
"19825",19810
"19826",19810
"19827",19810
"19828",19810
"19829",19817
"19830",19820
"19831",19820
"19832",19821
"19833",19823
"19834",19837
"19835",19837
"19836",19837
"19837",19837
"19838",19838
"19839",19840
"19840",19840
"19841",19843
"19842",19845
"19843",19845
"19844",19845
"19845",19845
"19846",19845
"19847",19845
"19848",19845
"19849",19845
"19850",19845
"19851",19845
"19852",19846
"19853",19849
"19854",19849
"19855",19849
"19856",19849
"19857",19849
"19858",19849
"19859",19849
"19860",19852
"19861",19852
"19862",19852
"19863",19852
"19864",19855
"19865",19856
"19866",19856
"19867",19856
"19868",19856
"19869",19856
"19870",19856
"19871",19856
"19872",19856
"19873",19856
"19874",19856
"19875",19856
"19876",19856
"19877",19856
"19878",19856
"19879",19856
"19880",19856
"19881",19856
"19882",19858
"19883",19858
"19884",19858
"19885",19858
"19886",19861
"19887",19861
"19888",19862
"19889",19862
"19890",19862
"19891",19862
"19892",19862
"19893",19862
"19894",19863
"19895",19863
"19896",19864
"19897",19864
"19898",19864
"19899",19864
"19900",19864
"19901",19865
"19902",19865
"19903",19865
"19904",19866
"19905",19866
"19906",19866
"19907",19866
"19908",19866
"19909",19866
"19910",19866
"19911",19867
"19912",19867
"19913",19867
"19914",19868
"19915",19868
"19916",19868
"19917",19868
"19918",19868
"19919",19869
"19920",19871
"19921",19871
"19922",19875
"19923",19879
"19924",19879
"19925",19879
"19926",19879
"19927",19880
"19928",19884
"19929",19884
"19930",19885
"19931",19885
"19932",19885
"19933",19886
"19934",19891
"19935",19891
"19936",19891
"19937",19899
"19938",19902
"19939",19902
"19940",19902
"19941",19903
"19942",19905
"19943",19932
"19944",19938
"19945",19941
"19946",19942
"19947",19948
"19948",19951
"19949",19951
"19950",19951
"19951",19953
"19952",19953
"19953",19955
"19954",19955
"19955",19955
"19956",19955
"19957",19957
"19958",19957
"19959",19959
"19960",19959
"19961",19959
"19962",19959
"19963",19959
"19964",19959
"19965",19959
"19966",19959
"19967",19959
"19968",19959
"19969",19961
"19970",19962
"19971",19962
"19972",19963
"19973",19965
"19974",19965
"19975",19965
"19976",19966
"19977",19966
"19978",19966
"19979",19966
"19980",19966
"19981",19970
"19982",19970
"19983",19970
"19984",19970
"19985",19970
"19986",19970
"19987",19970
"19988",19970
"19989",19970
"19990",19970
"19991",19973
"19992",19973
"19993",19973
"19994",19973
"19995",19973
"19996",19973
"19997",19973
"19998",19973
"19999",19973
"20000",19976
"20001",19979
"20002",19983
"20003",19983
"20004",19985
"20005",19987
"20006",19987
"20007",19987
"20008",19987
"20009",19987
"20010",19987
"20011",19990
"20012",20003
"20013",20006
"20014",20006
"20015",20016
"20016",20020
"20017",20020
"20018",20020
"20019",20022
"20020",20032
"20021",20032
"20022",20078
"20023",20078
"20024",20081
"20025",20083
"20026",20083
"20027",20086
"20028",20091
"20029",20094
"20030",20094
"20031",20098
"20032",20100
"20033",20104
"20034",20104
"20035",20104
"20036",20104
"20037",20104
"20038",20104
"20039",20106
"20040",20106
"20041",20111
"20042",20111
"20043",20111
"20044",20112
"20045",20115
"20046",20115
"20047",20116
"20048",20117
"20049",20117
"20050",20119
"20051",20119
"20052",20119
"20053",20119
"20054",20120
"20055",20121
"20056",20121
"20057",20121
"20058",20122
"20059",20122
"20060",20122
"20061",20127
"20062",20128
"20063",20131
"20064",20131
"20065",20131
"20066",20132
"20067",20132
"20068",20132
"20069",20134
"20070",20135
"20071",20135
"20072",20135
"20073",20135
"20074",20135
"20075",20135
"20076",20135
"20077",20135
"20078",20135
"20079",20135
"20080",20135
"20081",20135
"20082",20135
"20083",20135
"20084",20135
"20085",20136
"20086",20136
"20087",20136
"20088",20137
"20089",20138
"20090",20144
"20091",20148
"20092",20148
"20093",20148
"20094",20148
"20095",20150
"20096",20152
"20097",20152
"20098",20155
"20099",20155
"20100",20155
"20101",20155
"20102",20155
"20103",20155
"20104",20157
"20105",20161
"20106",20161
"20107",20161
"20108",20161
"20109",20161
"20110",20165
"20111",20165
"20112",20165
"20113",20165
"20114",20174
"20115",20178
"20116",20178
"20117",20178
"20118",20178
"20119",20178
"20120",20178
"20121",20180
"20122",20180
"20123",20180
"20124",20182
"20125",20182
"20126",20182
"20127",20182
"20128",20182
"20129",20182
"20130",20182
"20131",20182
"20132",20182
"20133",20185
"20134",20185
"20135",20189
"20136",20189
"20137",20189
"20138",20195
"20139",20195
"20140",20195
"20141",20195
"20142",20195
"20143",20195
"20144",20195
"20145",20195
"20146",20195
"20147",20195
"20148",20195
"20149",20195
"20150",20195
"20151",20195
"20152",20195
"20153",20195
"20154",20201
"20155",20203
"20156",20203
"20157",20203
"20158",20203
"20159",20212
"20160",20214
"20161",20214
"20162",20214
"20163",20214
"20164",20214
"20165",20214
"20166",20214
"20167",20214
"20168",20214
"20169",20214
"20170",20214
"20171",20214
"20172",20214
"20173",20214
"20174",20214
"20175",20214
"20176",20214
"20177",20216
"20178",20216
"20179",20217
"20180",20218
"20181",20220
"20182",20220
"20183",20220
"20184",20223
"20185",20223
"20186",20223
"20187",20223
"20188",20224
"20189",20224
"20190",20225
"20191",20230
"20192",20233
"20193",20233
"20194",20234
"20195",20235
"20196",20235
"20197",20235
"20198",20235
"20199",20235
"20200",20237
"20201",20237
"20202",20239
"20203",20239
"20204",20239
"20205",20240
"20206",20249
"20207",20253
"20208",20253
"20209",20253
"20210",20269
"20211",20277
"20212",20277
"20213",20277
"20214",20277
"20215",20277
"20216",20277
"20217",20277
"20218",20277
"20219",20277
"20220",20277
"20221",20277
"20222",20277
"20223",20277
"20224",20277
"20225",20277
"20226",20277
"20227",20277
"20228",20277
"20229",20277
"20230",20277
"20231",20277
"20232",20277
"20233",20277
"20234",20277
"20235",20277
"20236",20277
"20237",20277
"20238",20277
"20239",20277
"20240",20277
"20241",20277
"20242",20277
"20243",20277
"20244",20277
"20245",20277
"20246",20277
"20247",20277
"20248",20277
"20249",20277
"20250",20277
"20251",20277
"20252",20277
"20253",20277
"20254",20277
"20255",20277
"20256",20283
"20257",20283
"20258",20283
"20259",20283
"20260",20283
"20261",20287
"20262",20299
"20263",20310
"20264",20310
"20265",20310
"20266",20310
"20267",20310
"20268",20310
"20269",20312
"20270",20312
"20271",20312
"20272",20312
"20273",20312
"20274",20312
"20275",20312
"20276",20319
"20277",20350
"20278",20350
"20279",20354
"20280",20366
"20281",20371
"20282",20372
"20283",20372
"20284",20372
"20285",20374
"20286",20374
"20287",20374
"20288",20374
"20289",20374
"20290",20375
"20291",20375
"20292",20380
"20293",20383
"20294",20383
"20295",20383
"20296",20384
"20297",20384
"20298",20385
"20299",20385
"20300",20385
"20301",20385
"20302",20388
"20303",20388
"20304",20388
"20305",20388
"20306",20390
"20307",20391
"20308",20391
"20309",20391
"20310",20391
"20311",20391
"20312",20394
"20313",20394
"20314",20394
"20315",20404
"20316",20405
"20317",20405
"20318",20411
"20319",20418
"20320",20422
"20321",20424
"20322",20426
"20323",20426
"20324",20429
"20325",20429
"20326",20429
"20327",20429
"20328",20429
"20329",20429
"20330",20429
"20331",20429
"20332",20429
"20333",20429
"20334",20430
"20335",20431
"20336",20431
"20337",20434
"20338",20435
"20339",20436
"20340",20440
"20341",20440
"20342",20441
"20343",20441
"20344",20441
"20345",20451
"20346",20451
"20347",20451
"20348",20451
"20349",20451
"20350",20451
"20351",20451
"20352",20451
"20353",20451
"20354",20451
"20355",20451
"20356",20451
"20357",20451
"20358",20451
"20359",20451
"20360",20451
"20361",20451
"20362",20451
"20363",20451
"20364",20451
"20365",20451
"20366",20451
"20367",20451
"20368",20451
"20369",20451
"20370",20451
"20371",20451
"20372",20451
"20373",20451
"20374",20451
"20375",20451
"20376",20451
"20377",20451
"20378",20451
"20379",20451
"20380",20451
"20381",20451
"20382",20451
"20383",20451
"20384",20451
"20385",20451
"20386",20455
"20387",20455
"20388",20457
"20389",20462
"20390",20462
"20391",20464
"20392",20464
"20393",20473
"20394",20473
"20395",20479
"20396",20482
"20397",20483
"20398",20484
"20399",20485
"20400",20485
"20401",20487
"20402",20487
"20403",20527
"20404",20530
"20405",20534
"20406",20534
"20407",20540
"20408",20540
"20409",20540
"20410",20541
"20411",20545
"20412",20546
"20413",20546
"20414",20548
"20415",20551
"20416",20557
"20417",20559
"20418",20572
"20419",20574
"20420",20581
"20421",20584
"20422",20586
"20423",20594
"20424",20598
"20425",20598
"20426",20601
"20427",20603
"20428",20605
"20429",20611
"20430",20611
"20431",20614
"20432",20614
"20433",20614
"20434",20615
"20435",20615
"20436",20618
"20437",20619
"20438",20619
"20439",20619
"20440",20628
"20441",20628
"20442",20629
"20443",20629
"20444",20635
"20445",20642
"20446",20663
"20447",20667
"20448",20686
"20449",20686
"20450",20686
"20451",20686
"20452",20686
"20453",20686
"20454",20686
"20455",20691
"20456",20693
"20457",20693
"20458",20699
"20459",20699
"20460",20699
"20461",20699
"20462",20702
"20463",20702
"20464",20703
"20465",20703
"20466",20703
"20467",20705
"20468",20705
"20469",20706
"20470",20706
"20471",20707
"20472",20709
"20473",20709
"20474",20710
"20475",20715
"20476",20721
"20477",20721
"20478",20721
"20479",20721
"20480",20722
"20481",20738
"20482",20741
"20483",20741
"20484",20741
"20485",20742
"20486",20742
"20487",20742
"20488",20742
"20489",20742
"20490",20743
"20491",20743
"20492",20743
"20493",20743
"20494",20743
"20495",20743
"20496",20743
"20497",20743
"20498",20743
"20499",20743
"20500",20745
"20501",20745
"20502",20745
"20503",20745
"20504",20745
"20505",20745
"20506",20745
"20507",20745
"20508",20745
"20509",20745
"20510",20748
"20511",20748
"20512",20748
"20513",20749
"20514",20752
"20515",20752
"20516",20758
"20517",20759
"20518",20759
"20519",20759
"20520",20759
"20521",20759
"20522",20759
"20523",20759
"20524",20759
"20525",20759
"20526",20761
"20527",20762
"20528",20762
"20529",20765
"20530",20765
"20531",20765
"20532",20766
"20533",20766
"20534",20766
"20535",20766
"20536",20769
"20537",20779
"20538",20797
"20539",20804
"20540",20806
"20541",20806
"20542",20806
"20543",20806
"20544",20806
"20545",20809
"20546",20809
"20547",20809
"20548",20813
"20549",20813
"20550",20815
"20551",20823
"20552",20823
"20553",20825
"20554",20825
"20555",20826
"20556",20827
"20557",20827
"20558",20828
"20559",20830
"20560",20834
"20561",20834
"20562",20834
"20563",20844
"20564",20846
"20565",20847
"20566",20851
"20567",20913
"20568",20913
"20569",20920
"20570",20926
"20571",20929
"20572",20929
"20573",20929
"20574",20930
"20575",20932
"20576",20932
"20577",20933
"20578",20934
"20579",20934
"20580",20934
"20581",20936
"20582",20937
"20583",20937
"20584",20940
"20585",20942
"20586",20946
"20587",20946
"20588",20948
"20589",20950
"20590",20959
"20591",20966
"20592",20968
"20593",20972
"20594",20987
"20595",20987
"20596",20987
"20597",20988
"20598",20989
"20599",20991
"20600",20991
"20601",20994
"20602",21001
"20603",21003
"20604",21005
"20605",21005
"20606",21007
"20607",21007
"20608",21007
"20609",21007
"20610",21008
"20611",21009
"20612",21010
"20613",21010
"20614",21013
"20615",21013
"20616",21013
"20617",21016
"20618",21017
"20619",21017
"20620",21019
"20621",21020
"20622",21020
"20623",21024
"20624",21024
"20625",21033
"20626",21033
"20627",21033
"20628",21033
"20629",21033
"20630",21033
"20631",21037
"20632",21037
"20633",21037
"20634",21038
"20635",21040
"20636",21040
"20637",21040
"20638",21040
"20639",21041
"20640",21043
"20641",21043
"20642",21044
"20643",21044
"20644",21044
"20645",21044
"20646",21047
"20647",21047
"20648",21047
"20649",21047
"20650",21047
"20651",21047
"20652",21047
"20653",21047
"20654",21047
"20655",21047
"20656",21048
"20657",21048
"20658",21048
"20659",21054
"20660",21056
"20661",21056
"20662",21056
"20663",21056
"20664",21056
"20665",21056
"20666",21056
"20667",21056
"20668",21057
"20669",21057
"20670",21057
"20671",21057
"20672",21057
"20673",21057
"20674",21057
"20675",21057
"20676",21057
"20677",21057
"20678",21058
"20679",21059
"20680",21059
"20681",21060
"20682",21060
"20683",21060
"20684",21060
"20685",21060
"20686",21060
"20687",21061
"20688",21061
"20689",21061
"20690",21061
"20691",21061
"20692",21061
"20693",21063
"20694",21073
"20695",21079
"20696",21079
"20697",21079
"20698",21079
"20699",21079
"20700",21080
"20701",21080
"20702",21089
"20703",21093
"20704",21093
"20705",21096
"20706",21096
"20707",21096
"20708",21096
"20709",21096
"20710",21096
"20711",21100
"20712",21100
"20713",21100
"20714",21100
"20715",21100
"20716",21108
"20717",21110
"20718",21110
"20719",21112
"20720",21114
"20721",21114
"20722",21114
"20723",21115
"20724",21124
"20725",21125
"20726",21131
"20727",21135
"20728",21135
"20729",21140
"20730",21142
"20731",21145
"20732",21145
"20733",21147
"20734",21147
"20735",21158
"20736",21168
"20737",21177
"20738",21177
"20739",21177
"20740",21177
"20741",21177
"20742",21177
"20743",21177
"20744",21190
"20745",21191
"20746",21193
"20747",21195
"20748",21195
"20749",21195
"20750",21195
"20751",21202
"20752",21202
"20753",21205
"20754",21205
"20755",21216
"20756",21217
"20757",21217
"20758",21217
"20759",21217
"20760",21218
"20761",21218
"20762",21218
"20763",21220
"20764",21221
"20765",21223
"20766",21236
"20767",21236
"20768",21236
"20769",21236
"20770",21236
"20771",21236
"20772",21236
"20773",21236
"20774",21236
"20775",21236
"20776",21236
"20777",21236
"20778",21236
"20779",21236
"20780",21236
"20781",21236
"20782",21236
"20783",21238
"20784",21258
"20785",21281
"20786",21281
"20787",21285
"20788",21285
"20789",21285
"20790",21285
"20791",21285
"20792",21287
"20793",21287
"20794",21288
"20795",21288
"20796",21288
"20797",21292
"20798",21292
"20799",21292
"20800",21292
"20801",21292
"20802",21294
"20803",21294
"20804",21294
"20805",21296
"20806",21296
"20807",21298
"20808",21302
"20809",21304
"20810",21304
"20811",21304
"20812",21304
"20813",21305
"20814",21306
"20815",21306
"20816",21306
"20817",21306
"20818",21308
"20819",21308
"20820",21308
"20821",21308
"20822",21308
"20823",21308
"20824",21310
"20825",21311
"20826",21327
"20827",21332
"20828",21344
"20829",21346
"20830",21350
"20831",21350
"20832",21350
"20833",21350
"20834",21350
"20835",21350
"20836",21350
"20837",21350
"20838",21351
"20839",21354
"20840",21365
"20841",21365
"20842",21365
"20843",21366
"20844",21367
"20845",21367
"20846",21367
"20847",21367
"20848",21368
"20849",21368
"20850",21368
"20851",21368
"20852",21369
"20853",21369
"20854",21372
"20855",21378
"20856",21389
"20857",21411
"20858",21412
"20859",21417
"20860",21426
"20861",21433
"20862",21445
"20863",21455
"20864",21462
"20865",21498
"20866",21506
"20867",21515
"20868",21516
"20869",21516
"20870",21516
"20871",21516
"20872",21516
"20873",21516
"20874",21516
"20875",21516
"20876",21516
"20877",21520
"20878",21531
"20879",21531
"20880",21538
"20881",21545
"20882",21549
"20883",21549
"20884",21552
"20885",21554
"20886",21554
"20887",21554
"20888",21554
"20889",21554
"20890",21554
"20891",21554
"20892",21554
"20893",21554
"20894",21554
"20895",21554
"20896",21554
"20897",21554
"20898",21556
"20899",21556
"20900",21556
"20901",21556
"20902",21556
"20903",21556
"20904",21556
"20905",21556
"20906",21556
"20907",21556
"20908",21556
"20909",21556
"20910",21556
"20911",21556
"20912",21556
"20913",21556
"20914",21556
"20915",21556
"20916",21556
"20917",21556
"20918",21559
"20919",21565
"20920",21565
"20921",21565
"20922",21565
"20923",21565
"20924",21565
"20925",21565
"20926",21565
"20927",21565
"20928",21565
"20929",21569
"20930",21569
"20931",21571
"20932",21571
"20933",21571
"20934",21571
"20935",21571
"20936",21573
"20937",21574
"20938",21574
"20939",21574
"20940",21574
"20941",21574
"20942",21574
"20943",21574
"20944",21574
"20945",21575
"20946",21575
"20947",21575
"20948",21575
"20949",21575
"20950",21575
"20951",21575
"20952",21575
"20953",21575
"20954",21575
"20955",21575
"20956",21575
"20957",21575
"20958",21576
"20959",21577
"20960",21577
"20961",21577
"20962",21577
"20963",21577
"20964",21577
"20965",21577
"20966",21577
"20967",21577
"20968",21577
"20969",21577
"20970",21577
"20971",21577
"20972",21577
"20973",21577
"20974",21577
"20975",21577
"20976",21577
"20977",21577
"20978",21577
"20979",21577
"20980",21577
"20981",21577
"20982",21577
"20983",21577
"20984",21577
"20985",21577
"20986",21577
"20987",21577
"20988",21577
"20989",21577
"20990",21577
"20991",21577
"20992",21577
"20993",21577
"20994",21577
"20995",21577
"20996",21577
"20997",21578
"20998",21578
"20999",21578
"21000",21578
"21001",21578
"21002",21578
"21003",21578
"21004",21578
"21005",21578
"21006",21578
"21007",21578
"21008",21578
"21009",21578
"21010",21578
"21011",21578
"21012",21578
"21013",21578
"21014",21578
"21015",21578
"21016",21578
"21017",21578
"21018",21578
"21019",21578
"21020",21578
"21021",21578
"21022",21578
"21023",21578
"21024",21578
"21025",21578
"21026",21578
"21027",21578
"21028",21579
"21029",21579
"21030",21579
"21031",21579
"21032",21579
"21033",21579
"21034",21579
"21035",21579
"21036",21579
"21037",21579
"21038",21579
"21039",21582
"21040",21582
"21041",21582
"21042",21582
"21043",21582
"21044",21582
"21045",21582
"21046",21582
"21047",21582
"21048",21582
"21049",21582
"21050",21582
"21051",21582
"21052",21582
"21053",21582
"21054",21582
"21055",21587
"21056",21589
"21057",21589
"21058",21590
"21059",21591
"21060",21591
"21061",21592
"21062",21592
"21063",21593
"21064",21593
"21065",21594
"21066",21594
"21067",21595
"21068",21597
"21069",21598
"21070",21599
"21071",21599
"21072",21599
"21073",21599
"21074",21599
"21075",21600
"21076",21601
"21077",21601
"21078",21601
"21079",21601
"21080",21601
"21081",21601
"21082",21604
"21083",21604
"21084",21604
"21085",21604
"21086",21604
"21087",21605
"21088",21605
"21089",21606
"21090",21610
"21091",21610
"21092",21610
"21093",21610
"21094",21610
"21095",21610
"21096",21610
"21097",21610
"21098",21610
"21099",21610
"21100",21610
"21101",21610
"21102",21610
"21103",21610
"21104",21610
"21105",21610
"21106",21610
"21107",21610
"21108",21610
"21109",21610
"21110",21610
"21111",21610
"21112",21610
"21113",21610
"21114",21610
"21115",21610
"21116",21612
"21117",21612
"21118",21612
"21119",21612
"21120",21612
"21121",21612
"21122",21612
"21123",21612
"21124",21612
"21125",21612
"21126",21614
"21127",21614
"21128",21614
"21129",21614
"21130",21614
"21131",21614
"21132",21614
"21133",21614
"21134",21614
"21135",21614
"21136",21614
"21137",21614
"21138",21614
"21139",21614
"21140",21614
"21141",21614
"21142",21614
"21143",21614
"21144",21614
"21145",21614
"21146",21614
"21147",21614
"21148",21614
"21149",21614
"21150",21614
"21151",21614
"21152",21614
"21153",21614
"21154",21614
"21155",21615
"21156",21616
"21157",21616
"21158",21616
"21159",21616
"21160",21616
"21161",21616
"21162",21616
"21163",21616
"21164",21616
"21165",21616
"21166",21616
"21167",21616
"21168",21617
"21169",21617
"21170",21617
"21171",21617
"21172",21617
"21173",21618
"21174",21618
"21175",21618
"21176",21618
"21177",21618
"21178",21618
"21179",21618
"21180",21618
"21181",21618
"21182",21618
"21183",21618
"21184",21618
"21185",21619
"21186",21619
"21187",21620
"21188",21620
"21189",21620
"21190",21621
"21191",21621
"21192",21621
"21193",21621
"21194",21621
"21195",21621
"21196",21621
"21197",21621
"21198",21621
"21199",21621
"21200",21621
"21201",21621
"21202",21621
"21203",21621
"21204",21621
"21205",21622
"21206",21623
"21207",21623
"21208",21623
"21209",21623
"21210",21623
"21211",21624
"21212",21624
"21213",21624
"21214",21624
"21215",21624
"21216",21624
"21217",21624
"21218",21625
"21219",21625
"21220",21625
"21221",21625
"21222",21625
"21223",21625
"21224",21625
"21225",21626
"21226",21626
"21227",21626
"21228",21626
"21229",21626
"21230",21626
"21231",21627
"21232",21627
"21233",21627
"21234",21627
"21235",21628
"21236",21629
"21237",21629
"21238",21629
"21239",21629
"21240",21629
"21241",21629
"21242",21631
"21243",21631
"21244",21631
"21245",21631
"21246",21635
"21247",21635
"21248",21636
"21249",21636
"21250",21636
"21251",21636
"21252",21636
"21253",21636
"21254",21636
"21255",21636
"21256",21636
"21257",21637
"21258",21637
"21259",21637
"21260",21637
"21261",21637
"21262",21637
"21263",21637
"21264",21637
"21265",21637
"21266",21637
"21267",21637
"21268",21637
"21269",21637
"21270",21637
"21271",21637
"21272",21637
"21273",21637
"21274",21638
"21275",21638
"21276",21638
"21277",21638
"21278",21638
"21279",21638
"21280",21638
"21281",21638
"21282",21638
"21283",21638
"21284",21638
"21285",21638
"21286",21638
"21287",21638
"21288",21638
"21289",21638
"21290",21638
"21291",21638
"21292",21638
"21293",21638
"21294",21638
"21295",21638
"21296",21638
"21297",21639
"21298",21640
"21299",21640
"21300",21641
"21301",21641
"21302",21641
"21303",21641
"21304",21641
"21305",21641
"21306",21641
"21307",21641
"21308",21642
"21309",21642
"21310",21642
"21311",21642
"21312",21642
"21313",21642
"21314",21644
"21315",21644
"21316",21644
"21317",21644
"21318",21644
"21319",21644
"21320",21644
"21321",21644
"21322",21644
"21323",21645
"21324",21648
"21325",21648
"21326",21648
"21327",21649
"21328",21649
"21329",21649
"21330",21649
"21331",21649
"21332",21649
"21333",21649
"21334",21649
"21335",21650
"21336",21650
"21337",21652
"21338",21652
"21339",21654
"21340",21654
"21341",21654
"21342",21654
"21343",21654
"21344",21654
"21345",21654
"21346",21654
"21347",21655
"21348",21658
"21349",21658
"21350",21658
"21351",21659
"21352",21660
"21353",21660
"21354",21660
"21355",21661
"21356",21661
"21357",21662
"21358",21662
"21359",21662
"21360",21662
"21361",21662
"21362",21662
"21363",21662
"21364",21663
"21365",21664
"21366",21665
"21367",21665
"21368",21665
"21369",21665
"21370",21665
"21371",21672
"21372",21674
"21373",21674
"21374",21674
"21375",21674
"21376",21675
"21377",21685
"21378",21685
"21379",21685
"21380",21685
"21381",21685
"21382",21685
"21383",21685
"21384",21685
"21385",21685
"21386",21685
"21387",21685
"21388",21685
"21389",21690
"21390",21690
"21391",21690
"21392",21690
"21393",21691
"21394",21691
"21395",21697
"21396",21703
"21397",21703
"21398",21703
"21399",21703
"21400",21703
"21401",21703
"21402",21704
"21403",21704
"21404",21704
"21405",21704
"21406",21704
"21407",21704
"21408",21704
"21409",21705
"21410",21705
"21411",21705
"21412",21705
"21413",21705
"21414",21705
"21415",21707
"21416",21707
"21417",21707
"21418",21707
"21419",21709
"21420",21709
"21421",21711
"21422",21711
"21423",21711
"21424",21711
"21425",21711
"21426",21714
"21427",21714
"21428",21714
